"","name","ICPSR2","presidentialvoteshare.1986","presidentialvoteshare.1990","presidentialvoteshare.1992","presidentialvoteshare.1994","presidentialvoteshare.1996","presidentialvoteshare.1998","presidentialvoteshare.2000","presidentialvoteshare.2002","presidentialvoteshare.2004","presidentialvoteshare.2006","presidentialvoteshare.2008","presidentialvoteshare.2014","presidentialvoteshare.2016","presidentialvoteshare.2018","presidentialvoteshare.1984","presidentialvoteshare.1988","presidentialvoteshare.2010","presidentialvoteshare.2020","presidentialvoteshare.2022","presidentialvoteshare.1980","presidentialvoteshare.1982","presidentialvoteshare.2012","contributions.1986","contributions.1990","contributions.1992","contributions.1994","contributions.1996","contributions.1998","contributions.2000","contributions.2002","contributions.2004","contributions.2006","contributions.2008","contributions.2014","contributions.2016","contributions.2018","contributions.1984","contributions.1988","contributions.2010","contributions.2020","contributions.2022","contributions.1980","contributions.1982","contributions.2012"
"88","bartlett, steve","15002",18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,25,NA,NA,NA,NA,24,NA,810359,798555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579378,769201,NA,NA,NA,NA,792188,NA
"89","barton, joe linus","15085",30,38,NA,NA,35,35,29,29,33,33,40,42,42,NA,30,38,40,NA,NA,NA,NA,42,1024246,770957,NA,NA,0,1344692,1004946,870512,2517071,3164154,1517026,1172672,1350975,NA,504044,750559,2377715,NA,NA,NA,NA,1535592
"90","bass, charles f","29538",NA,NA,NA,52,57,57,50,50,52,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,450208,691374,528695,782025,906760,740299,NA,NA,NA,NA,NA,NA,NA,1242838,NA,NA,NA,NA,NA
"91","bass, karen","21110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,87,90,NA,NA,88,86,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045813,648452,896504,NA,NA,932281,2233947,NA,NA,NA,692989
"92","bateman, herbert h","15003",37,39,40,40,43,43,NA,NA,NA,NA,NA,NA,NA,NA,37,39,NA,NA,NA,NA,47,NA,621599,525199,766895,482455,493224,322017,NA,NA,NA,NA,NA,NA,NA,NA,507764,293109,NA,NA,NA,NA,260789,NA
"93","bates, jim","15004",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,52,NA,NA,NA,NA,33,NA,410133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261151,480884,NA,NA,NA,NA,240187,NA
"94","bean, aaron p","22302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198576,NA,NA,NA
"95","bean, melissa l","20509",NA,NA,NA,NA,NA,NA,NA,NA,44,44,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603229,4337073,3107771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","beard, robin","14004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177782,NA,NA
"97","beatty, joyce","21352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,70,NA,NA,NA,71,72,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888412,1184050,1118749,NA,NA,NA,2238649,2243896,NA,NA,812093
"98","beauprez, bob","20312",NA,NA,NA,NA,NA,NA,NA,60,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852940,2967373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","becerra, xavier","29316",NA,NA,72,72,78,78,80,72,78,78,82,80,80,NA,NA,NA,82,NA,NA,NA,NA,80,NA,NA,387385,287205,244064,475327,864056,639713,785737,838954,1557665,1852782,1867773,NA,NA,NA,1716196,NA,NA,NA,NA,1850000
"100","bedell, berkley","14205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288830,NA,NA,NA,NA,225749,191543,NA
"101","beilenson, anthony c","14405",47,56,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,56,NA,NA,NA,47,47,NA,195166,231386,753415,606705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178243,150275,NA,NA,NA,75659,248290,NA
"102","bell, r christopher","20354",NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","benedict, cleve","14801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324112,NA,NA
"104","benishek, daniel j","21141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,51,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2114648,NA,NA,NA,NA,1388629,NA,NA,NA,NA,2224860
"105","benjamin, adam jr","14406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87070,NA,NA
"106","bennett, charles e","633",41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,40,NA,NA,NA,52,52,NA,125752,87580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59446,104518,NA,NA,NA,37325,90699,NA
"107","bentivolio, kerry","21336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589762
"108","bentley, helen delich","15086",34,38,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,38,NA,NA,NA,NA,NA,NA,1071649,834214,1045186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607706,850900,NA,NA,NA,NA,NA,NA
"109","bentsen, kenneth edward jr","29574",NA,NA,NA,57,54,54,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983377,1692979,852135,1325707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","bentz, cliff","22101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452634,1184428,NA,NA,NA
"111","bera, amerish","21304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,56,NA,NA,NA,57,60,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4400563,4172936,2960892,NA,NA,NA,1830741,1545895,NA,NA,3664782
"112","bereuter, douglas k","14605",33,44,43,43,43,43,38,38,NA,NA,NA,NA,NA,NA,33,44,NA,NA,NA,31,31,NA,200466,254654,315824,348290,405151,296502,349613,163959,NA,NA,NA,NA,NA,NA,173345,215704,NA,NA,NA,187343,135304,NA
"113","berg, richard a","21160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120920,NA,NA,NA,NA,NA
"114","bergman, john","21704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,39,NA,NA,NA,41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392239,1436574,NA,NA,NA,1985527,1841958,NA,NA,NA
"115","berkley, shelley","29922",NA,NA,NA,NA,NA,58,56,56,58,58,65,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313565,2067764,1893993,1653330,1742767,2164792,NA,NA,NA,NA,NA,2232438,NA,NA,NA,NA,NA
"116","berman, howard l","15005",46,56,70,70,72,72,74,51,72,72,78,NA,NA,NA,46,56,78,NA,NA,NA,30,NA,277688,510538,548212,468464,436348,646117,887309,959023,735041,914914,1191009,NA,NA,NA,220590,528296,1914073,NA,NA,NA,309328,NA
"117","berry, robert marion","29702",NA,NA,NA,NA,64,NA,52,52,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873821,NA,1147693,1225992,1099239,1295565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","bethune, ed","14606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262714,172370,NA
"119","bevill, tom","11000",40,43,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,NA,NA,53,53,NA,228724,220907,318198,324344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272685,206806,NA,NA,NA,59988,163675,NA
"120","beyer, donald sternoff jr","21554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,69,78,NA,NA,NA,79,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2875992,2123668,2085899,NA,NA,NA,1735398,2121791,NA,NA,NA
"121","biaggi, mario","12003",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,54,87,NA,356455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306180,NA,NA,NA,NA,51937,306649,NA
"122","bice, stephanie","22102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3779470,2491329,NA,NA,NA
"123","biggert, judy","29912",NA,NA,NA,NA,NA,45,44,44,45,45,55,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297856,544312,523807,632733,920056,1424182,NA,NA,NA,NA,NA,1584517,NA,NA,NA,NA,NA
"124","biggs, andy","21705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,39,NA,NA,NA,43,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,995666,789616,NA,NA,NA,1704233,2116015,NA,NA,NA
"125","bilbray, brian p","29508",NA,NA,NA,58,55,55,NA,NA,NA,44,52,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,754211,1193729,1374070,NA,NA,NA,912570,1366329,NA,NA,NA,NA,NA,1207757,NA,NA,NA,NA,NA
"126","bilbray, james h","15403",36,43,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,391041,686010,698431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669014,NA,NA,NA,NA,NA,NA
"127","bilirakis, gus m","20758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,42,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026203,NA,NA,NA,1609446,1985595,NA,NA,NA
"128","bilirakis, gus michael","20758",NA,NA,NA,NA,NA,NA,NA,NA,NA,43,48,48,48,NA,NA,NA,48,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,2656746,1494539,1081572,1414046,NA,NA,NA,1088911,NA,NA,NA,NA,758988
"129","bilirakis, michael","15006",32,40,45,45,50,50,46,46,43,43,48,NA,NA,NA,32,40,48,NA,NA,NA,34,NA,471612,600670,779124,347964,740666,524845,528472,690559,772272,3961,390,NA,NA,NA,351850,399150,0,NA,NA,NA,309414,NA
"130","bingham, jonathan brewster","10705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9194,NA,NA
"131","bishop, james daniel","21986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4411123,1944620,NA,NA,NA
"132","bishop, michael d","21527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","bishop, mike","21527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651430,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","bishop, robert","20357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202661,NA,NA,NA,NA,NA,NA,NA,NA
"135","bishop, robert william","20357",NA,NA,NA,NA,NA,NA,NA,24,26,26,34,30,30,NA,NA,NA,34,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,673687,437648,364797,309557,559346,1035353,NA,NA,NA,278327,NA,NA,NA,NA,353367
"136","bishop, sanford","29339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042832,NA,NA,NA
"137","bishop, sanford d","29339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1169113,NA,NA,NA,1556371,NA,NA,NA,NA
"138","bishop, sanford dixon jr","29339",NA,NA,67,67,53,53,46,46,46,46,54,58,58,NA,NA,NA,54,NA,NA,NA,NA,58,NA,NA,354989,493190,633343,716604,1003852,577575,671352,818301,1062316,1235548,1121630,NA,NA,NA,1485600,NA,NA,NA,NA,1290956
"139","bishop, timothy h","20338",NA,NA,NA,NA,NA,NA,NA,55,50,50,52,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,989064,1990911,1400902,1391807,NA,NA,NA,NA,NA,3066831,NA,NA,NA,NA,2731218
"140","black, diane","21180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2364211,NA,NA,NA,NA,NA
"141","black, diane l","21180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334513,1818178,NA,NA,NA,NA,NA,NA,NA,NA,3511130
"142","blackburn, marsha w","20351",NA,NA,NA,NA,NA,NA,NA,42,38,38,34,37,37,NA,NA,NA,34,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,635324,817560,1204671,1246329,2086901,2239550,NA,NA,NA,1563193,NA,NA,NA,NA,1779731
"143","blackwell, lucien e","29140",NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","blagojevich, rod r","29716",NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741511,821630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","blanchard, james johnston","14206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95894,NA,NA
"146","bliley, thomas j jr","14802",35,36,36,36,37,37,NA,NA,NA,NA,NA,NA,NA,NA,35,36,NA,NA,NA,42,42,NA,779700,632395,721526,584847,1108466,957078,NA,NA,NA,NA,NA,NA,NA,NA,285650,467449,NA,NA,NA,263142,290418,NA
"147","blum, rod","21520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2406981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","blum, rodney leland","21520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","blumenauer, earl","29588",NA,NA,NA,NA,67,67,66,66,67,67,73,75,75,76,NA,NA,73,76,74,NA,NA,75,NA,NA,NA,NA,157435,319319,466414,478048,620058,789369,1181685,1199958,1511721,1490753,NA,NA,1286059,1828861,1364461,NA,NA,1185142
"150","blunt rochester, lisa","21706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316506,NA,NA,NA,2046187,2899175,NA,NA,NA
"151","blunt, roy","29735",NA,NA,NA,NA,42,42,36,36,32,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2580064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","blute, peter","29357",NA,NA,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446908,972935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","boccieri, john a","20943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","boebert, lauren","22103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989470,7854669,NA,NA,NA
"155","boehlert, sherwood l","15007",37,45,48,48,54,54,NA,50,47,NA,NA,NA,NA,NA,37,45,NA,NA,NA,NA,34,NA,293347,303746,368179,334884,678597,618138,NA,1059864,1450844,NA,NA,NA,NA,NA,182646,235512,NA,NA,NA,NA,188375,NA
"156","boehner, john andrew","29137",NA,31,38,38,42,42,35,35,35,35,39,39,NA,NA,NA,NA,39,NA,NA,NA,NA,39,NA,737441,557539,709466,1322349,1233440,1006503,1134817,1544255,3200084,5161992,18372560,NA,NA,NA,NA,9796947,NA,NA,NA,NA,22024288
"157","boggs, lindy hale","14067",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,69,NA,NA,NA,54,54,NA,318411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796527,266033,NA,NA,NA,555987,476779,NA
"158","boland, edward p","830",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,50,50,NA,206524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95316,NA,NA,NA,NA,84490,30398,NA
"159","bolling, richard","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173017,NA,NA
"160","bonamici, suzanne","21198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,62,NA,NA,NA,65,70,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972012,975327,1042188,NA,NA,NA,961897,1037675,NA,NA,2493720
"161","boner, william h","14607",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","boner, william hill","14607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407386,NA,NA,NA,NA,294357,324274,NA
"163","bonilla, henry","39302",NA,NA,51,51,53,53,42,42,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588673,917820,822570,864474,1156942,2250375,2204344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","bonior, david e","14407",34,39,46,46,55,55,50,NA,NA,NA,NA,NA,NA,NA,34,39,NA,NA,NA,41,41,NA,315545,1189127,1295553,1104874,1549061,1429688,2336205,NA,NA,NA,NA,NA,NA,NA,150067,475462,NA,NA,NA,96978,175505,NA
"165","bonker, don","14208",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,186926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193828,NA,NA,NA,NA,NA,NA,NA
"166","bonker, donald l","14208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91031,246477,NA
"167","bonner, josiah robias","20300",NA,NA,NA,NA,NA,NA,NA,38,35,35,39,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,1726096,1180892,1060001,842275,NA,NA,NA,NA,NA,913053,NA,NA,NA,NA,1140567
"168","bono, mary","29775",NA,NA,NA,NA,NA,50,49,42,43,43,52,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386352,596807,529515,608781,1496456,1795646,NA,NA,NA,NA,NA,2427224,NA,NA,NA,NA,NA
"169","bono, sonny","29507",NA,NA,NA,NA,50,50,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","boozman, john","20101",NA,NA,NA,NA,NA,NA,NA,38,37,37,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151477,697084,575628,396812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","bordallo, madeleine z","20764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93836,99222,203379,262275,138109,189601,NA,NA,NA,222121,NA,NA,NA,NA,254070
"172","boren, david d","20523",NA,NA,NA,NA,NA,NA,NA,NA,41,41,34,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012080,1314638,1748484,NA,NA,NA,NA,NA,1615296,NA,NA,NA,NA,NA
"173","borski, robert a jr","15008",46,49,62,62,69,69,68,NA,NA,NA,NA,NA,NA,NA,52,49,NA,NA,NA,NA,65,NA,409799,325222,512477,443530,403329,543945,518662,NA,NA,NA,NA,NA,NA,NA,303271,337723,NA,NA,NA,NA,244533,NA
"174","bosco, douglas h","15009",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,56,NA,NA,NA,NA,36,NA,197849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235505,256328,NA,NA,NA,NA,275053,NA
"175","bost, michael","21519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,42,NA,NA,NA,43,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2321040,2872975,NA,NA,NA,1948781,1664091,NA,NA,NA
"176","bost, michael j","21519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","boswell, leonard l","29721",NA,NA,NA,NA,56,56,49,49,50,50,55,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,650196,1045643,757498,1260270,1556335,2147051,1537396,NA,NA,NA,NA,NA,1519582,NA,NA,NA,NA,NA
"178","boucher, frederick carlyle rick","15010",41,46,51,51,52,52,44,44,39,39,40,NA,NA,NA,41,46,NA,NA,NA,NA,49,NA,348320,524268,639537,725611,667955,767507,871124,1171401,1560930,1422762,1750970,NA,NA,NA,484097,616821,NA,NA,NA,NA,241113,NA
"179","boulter, eldon beau","15087",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,753243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422486,NA,NA,NA,NA,NA,NA,NA
"180","bourdeaux, carolyn","22104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5303914,NA,NA,NA,NA
"181","boustany, jr, charles w","20514",NA,NA,NA,NA,NA,NA,NA,NA,39,39,36,35,NA,NA,NA,NA,36,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2846661,1740419,1569144,2281028,NA,NA,NA,NA,1679995,NA,NA,NA,NA,4496594
